order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
00010242fe8c5a6d1ba2dd792cb16214,1,4244733e06e7ecb4970a6e2683c13e61,48436dade18ac8b2bce089ec2a041202,2017-09-19 09:45:35,58.9,13.29
0010b2e5201cc5f1ae7e9c6cc8f5bd00,1,5a419dbf24a8c9718fe522b81c69f61a,3504c0cb71d7fa48d967e0e4c94d59d9,2017-09-15 18:04:37,48.9,16.6
00337fe25a3780b3424d9ad7c5a4b35e,1,1f9799a175f50c9fa725984775cac5c5,cfb1a033743668a192316f3c6d1d2671,2017-09-29 17:50:16,59.9,9.94
00337fe25a3780b3424d9ad7c5a4b35e,2,13944d17b257432717fd260e69853140,cfb1a033743668a192316f3c6d1d2671,2017-09-29 17:50:16,59.9,9.94
0046e1d57f4c07c8c92ab26be8c3dfc0,1,ff6caf9340512b8bf6d2a2a6df032cfa,38e6dada03429a47197d5d584d793b41,2017-10-02 15:49:17,7.79,7.78
00471463a6106056c1a2a809f70de640,1,9df0e8a7eef2a38b74e6d5c0e224b11f,7c67e1448b00f6e969d365cea6b010ab,2017-10-03 22:46:14,179.99,85.97
0064d74f7de7917d54768d7722ad56ac,1,fa11ecd35f999783e96ac500532d9d45,2e90cb1677d35cfe24eef47d441b7c87,2017-09-14 21:55:22,189.9,31.17
00664284de7a3470d22931ed78615ee4,1,205604b962ebdae1c924e0d14e6e8ac1,1b938a7ec6ac5061a66a3766e0e75f90,2017-09-28 13:30:11,43.9,11.85
0068e836900867da359bd81db9227a33,1,735413ccfa564132a231aad945ef85ad,5b67882648febfb6e1225e6ad7164f6b,2017-10-05 02:24:43,96.99,16.44
007beb35f98c075747e6fc4fd1c0cb73,1,ce130b350f529a1d6288f927da7404ea,e38db885400cd35c71dfd162f2c1dbcf,2017-09-28 08:50:17,64.9,18.69
0098dbda25722a3f019fe252a0cd10b3,1,568ba441f7f464dc73d23a91cf8ca671,cca3071e3e9bb7d12640c9fbe2301306,2017-09-27 02:45:37,143.54,21.49
00a843f5a80c7aea894c558acc29f513,1,6536314c94d43b787fc1c622941da14b,2138ccb85b11a4ec1e37afbd1c8eda1f,2017-09-08 18:55:14,32.99,14.1
00ab1aba567dfebdc39caa4e7ca2f1b2,1,fcf64c72035fc6f17660bae96c933ffb,8444e55c1f13cd5c179851e5ca5ebd00,2017-09-08 14:15:16,35.9,12.48
00bf1320ffb5fe47a845feca16c0e0b4,1,7289a8d65ae2c86dfdee27f8af257a3d,13fa2a6c6b9d0f43cb588d7c82117a12,2017-10-04 15:49:42,449.0,20.39
00c00d5b36157595e21108ba1da2828f,1,7933eeb8cf79ae899bfac71c0edb076d,391fc6631aebcf3004804e51b40bcf1e,2017-09-19 03:25:43,139.85,16.61
00c00d5b36157595e21108ba1da2828f,2,7933eeb8cf79ae899bfac71c0edb076d,391fc6631aebcf3004804e51b40bcf1e,2017-09-19 03:25:43,139.85,16.61
00d29386638bbfd1331a2cd7ab91b5b5,1,5fb8e63ae576fbfbd243c50c5ce74050,ea8482cd71df3c1969d7b9473ff13abc,2017-10-02 18:06:01,20.99,11.85
00fed9e582d5a3e38566872eec164ac6,1,1491a8ff192d4b5c369b0eaa2fe33ee5,37be5a7c751166fbc5f8ccba4119e043,2017-10-03 17:07:16,179.99,26.1
00fed9e582d5a3e38566872eec164ac6,2,1491a8ff192d4b5c369b0eaa2fe33ee5,37be5a7c751166fbc5f8ccba4119e043,2017-10-03 17:07:16,179.99,26.1
01094e169d4b14edaf6954eeddb83633,1,b5e13c9a353102f79c6206ff5cb61a50,a49928bcdf77c55c6d6e05e09a9b4ca5,2017-10-03 14:07:10,79.9,28.96
011375f941b3695c3c3ee58bfe0d3655,1,a6cef514bc1c722ff447863e87e4d77d,a3b0df0065e264a91b7bbf5f844af5cd,2017-09-28 18:26:33,127.48,16.81
01156b662f3f47b249b5a8881d205f08,1,6a8631b72a2f8729b91514db87e771c0,128639473a139ac0f3e5f5ade55873a5,2017-09-19 20:50:11,27.9,15.1
012a238ab54294a3b365812ccc82b135,1,07c055536ebf10dfbb6c6db6dbfc36e5,cca3071e3e9bb7d12640c9fbe2301306,2017-09-21 18:35:10,45.9,12.65
012a238ab54294a3b365812ccc82b135,2,741a31499a578979be85db7f80139e62,cca3071e3e9bb7d12640c9fbe2301306,2017-09-21 18:35:10,45.9,12.71
012a238ab54294a3b365812ccc82b135,3,8338cef8355d238f43711dcb9c0657b2,cca3071e3e9bb7d12640c9fbe2301306,2017-09-21 18:35:10,45.9,12.71
0132d77609dd6e1867515ec57d898c10,1,cdd68c0ef3e507db79631336cf9ec285,1025f0e2d44d7041d6cf58b6550e0bfa,2017-10-04 01:28:14,78.0,21.35
01500f2503fa84279982d9d87750021a,1,cdc4af478fef19f03f1d0353c00271cd,3d871de0142ce09b7081e2b9d1733cb1,2017-09-14 20:10:20,19.9,12.69
0152f10d04554388634b75f079f069fc,1,5f504b3a1c75b73d6151be81eb05bdc9,834f3294fba9f932f56edc879193f925,2017-09-21 10:10:22,610.0,37.54
0161962c6c561d3acfaa3e2db9a14f96,1,6f7400c1577bd99fb7c9cd196edb6ae2,0c8380b62e38e8a1e6adbeba7eb9688c,2017-09-18 13:50:21,99.9,25.54
016befe103ce7c9e5b1b7ef359777eea,1,6c321ed0f47858a8650f4104771224b5,6560211a19b47992c3666cc44a7e94c0,2017-09-08 10:25:18,49.0,11.85
016e4acfc34b9f2abc69795f47c92f0e,1,b1cbf530dc2a793ced8e0768ffcce501,1ca7077d890b907f89be8c954a02686a,2017-09-21 14:10:19,45.0,7.78
0184d4ddb259e1a4cfc2871888cf97b8,1,aa8627a375771ab01288705307ec4ae5,e333046ce6517bd8bb510291d44f0130,2017-09-07 22:31:42,75.0,16.16
019536ad39a0dea8bb75c00359a0386b,1,f646af315b0f3a597f69213537ca2199,3df020b72d3d44b3af9d110fa3940b65,2017-09-08 16:10:14,49.9,35.67
01a26a995dcef1d58bdee5b8862c7a02,1,431d674f9a4fbd0957ecf6ba3fcb6899,53243585a1d6dc2643021fd1853d8905,2017-09-21 12:05:14,299.99,14.35
01ac6cbac1cda667c97d35046b75668f,1,d2f5484cbffe4ca766301b21ab9246dd,36a968b544695394e4e9d7572688598f,2017-09-20 18:50:59,12.88,8.27
01c22546c4f9914e232006df82d96e0f,1,35ebf08a93899d44e756809e11b14754,128639473a139ac0f3e5f5ade55873a5,2017-09-14 16:55:11,17.9,15.1
01cec5c50d2d0e069a3227efba9f16f7,1,c30af44af15fb162e1ee0233c7e5d583,11bfa66332777660bd0640ee84d47006,2017-09-21 11:03:39,73.0,15.26
01d0f6cd01d79574621a56a1b9e21019,1,266f0c6925e7873790f11b920c701190,128639473a139ac0f3e5f5ade55873a5,2017-09-28 19:35:08,17.9,16.79
01e1617e546dc1fd372e089ab515ae34,1,da7e1b2f8c91cbf61a22b55e8cd49bcd,98dac6635aee4995d501a3972e047414,2017-09-21 19:25:12,76.1,20.02
01f78824e3a8e474a36d8dfc2a2c35f4,1,d3d10495159bcc41173e3d26a273529a,0bae85eb84b9fb3bd773911e89288d54,2017-09-25 10:35:22,48.65,17.6
01fac9bdfa271bcaf57218f971649ab7,1,496f6bd86011e5a9ddea8dc96e802340,cca3071e3e9bb7d12640c9fbe2301306,2017-10-05 12:55:14,72.9,35.83
020550d9cdfb7110d07fd1a1f8937c6e,1,de7034010d180a33f04a16b235281265,1838dd9b8977065acf51d95e0053ea7a,2017-09-08 18:04:25,28.9,13.37
021d0261c214591da7db51193c9aeb29,1,6a595ba787e397469b1a147508f361a9,080199a181c46c657dc5aa235411be3b,2017-09-26 05:15:07,179.49,9.45
023b49300b34f2b9961857266df731dc,1,d918b3f4aa5272c2c3cd088d087ca069,c3cfdc648177fdbbbb35635a37472c53,2017-09-29 10:10:20,139.9,22.85
024f8681c73783017f7cd5d5b061be3a,1,6c321ed0f47858a8650f4104771224b5,6560211a19b47992c3666cc44a7e94c0,2017-09-18 13:25:31,49.0,7.78
0256530d814cde05587fcd8e1b992bc8,1,bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,2017-10-05 13:56:12,325.0,18.71
