order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
001dbc16dc51075e987543d23a0507c7,1,777d2e438a1b645f3aec9bd57e92672c,4a3ca9315b744ce9f8e9374361493884,2017-02-01 13:17:57,69.9,18.0
00b4a910f64f24dbcac04fe54088a443,1,ba05e2861971098fc7ecd8162c23452a,d50d79cb34e38265a8649c383dcffd48,2017-01-22 17:55:34,33.99,16.6
012973f4cb6743d00d7e2644ddc8804c,1,cd59f488cef311feb633141ad1e8563d,8d79c8a04e42d722a75097ce5cbcf2ef,2017-02-02 22:02:29,15.32,18.0
015fb6b5f739788434fa690540f90f19,1,a0eccc912d428eaddf1ef4fe47593ece,8a87611c08849ffeeccab52aa798b6c7,2017-02-04 13:06:05,143.0,94.98
015fb6b5f739788434fa690540f90f19,2,a0eccc912d428eaddf1ef4fe47593ece,8a87611c08849ffeeccab52aa798b6c7,2017-02-04 13:06:05,143.0,94.98
016dee69b3de35a39bfccee5309307c3,1,68bfdbfe84f03af17733b10362f10020,827f8f69dfa529c561901c4f2e0f332f,2017-01-18 16:35:59,45.0,17.19
01ba72e24cf883d74c5479c0a626c740,1,fb060ad9a8625b626189641799bccf89,b1204cfda1d4948679db3cfc0d3cb95c,2017-01-21 19:55:40,44.6,14.52
01f216b447564f9ea791b521db577ccb,1,473795a355d29305c3ea6b156833adf5,620c87c171fb2a6dd6e8bb4dec959fc6,2017-01-28 18:44:53,59.9,14.59
02605c218285d02df75a255f13396f1e,1,05c693a8085dad009cebdcf2830ab738,ef506c96320abeedfb894c34db06f478,2017-02-05 17:43:09,34.99,24.84
02d2287dea15cd93d945f1749f3288ed,1,65e3848513c9ab70bf542e5d694cf072,a416b6a846a11724393025641d4edd5e,2017-02-06 16:59:03,36.85,11.74
032bc75236a1cbaf410bb596a509e774,1,1f50c7757334d6acef5e3c5fa64eb3c7,dbb9b48c841a0e39e21f98e1a6b2ec3e,2017-01-24 22:18:06,39.9,11.74
035ab6fc3b7f9d16f714a337ee63b7be,1,9117307cf75efa6e964d697f0d1297f9,0ea22c1cfbdc755f86b9b54b39c16043,2017-01-27 23:36:55,19.9,24.84
03b218d39c422c250f389120c531b61f,1,c1488892604e4ba5cff5b4eb4d595400,1554a68530182680ad5c8b042c3ab563,2017-01-18 14:20:01,38.5,11.74
042e247be09aeae88a74e35766aa03ca,1,7721582bb750762d81850267d19881c1,0c8380b62e38e8a1e6adbeba7eb9688c,2017-01-30 22:28:07,59.5,17.16
042e247be09aeae88a74e35766aa03ca,2,7721582bb750762d81850267d19881c1,0c8380b62e38e8a1e6adbeba7eb9688c,2017-01-30 22:28:07,59.5,17.16
0516c22655fe1e1f0b3390f4ee3fc5f6,1,67c8b207e496408eb0f63e09c234dbc0,7c67e1448b00f6e969d365cea6b010ab,2017-02-09 11:49:23,29.99,15.56
052523fd2c735b15cb107afc0a413bc2,1,c1488892604e4ba5cff5b4eb4d595400,1554a68530182680ad5c8b042c3ab563,2017-01-31 17:21:48,38.5,18.0
055eb7e5645d86bd278fc4f419622e8d,1,46f739c1cd676603026c0af4d29ef7a5,198c7ea11960a9844b544d9bcdca860c,2017-01-30 13:14:02,139.99,16.09
0571cdb407bf04b419c94ffd7acbd874,1,91b08d34d0ba4db44da2dc382867ba49,b76dba6c951ab00dc4edf0a1aa88037e,2017-01-23 21:24:05,6.9,15.65
058afe6c6322b4773393a66003934493,1,3cc52e01a315aba7f650574a3a256b1a,e5a38146df062edaf55c38afa99e42dc,2017-01-23 19:35:35,229.9,15.39
05a971ae7a83a0b371ae1b5bfc45514e,1,e951fa511351528e83ebde739f059348,8a87611c08849ffeeccab52aa798b6c7,2017-02-04 00:11:36,255.9,18.0
05ca3bba2e4c3bc5c601b57af96cf3cf,1,f422d0d9f8b5f7c27289382b14b61248,1554a68530182680ad5c8b042c3ab563,2017-02-07 14:24:28,66.99,18.0
05cd156f0f47579a36d7a52724fc31b8,1,913580fde3e72c3b3e4ce0b79963bee6,b76dba6c951ab00dc4edf0a1aa88037e,2017-01-18 18:27:28,10.99,14.52
062f0992a050330334749ffa530fa796,1,5b8423dc7f23089c9c59c5d140eb5a1c,a3a38f4affed601eb87a97788c949667,2017-01-31 16:55:48,129.99,18.0
0675116b5556a78cf0413f70aa9f235e,1,d41a53937c9fddcd3aafd96be7d4f345,cca3071e3e9bb7d12640c9fbe2301306,2017-01-25 15:21:44,79.9,11.95
06dec2690e0cd75d327646a81fdba74d,1,04c48a5fe31aedc4ef3896c005fd483c,620c87c171fb2a6dd6e8bb4dec959fc6,2017-02-02 14:30:57,309.9,18.0
06f5f6139b33f53defc64643f1252d53,1,1412c0124f6acb78a0a1023ea5e82c88,82bd0703a4aefd6b599e5bfdaed378fb,2017-01-21 14:50:19,44.9,15.56
072e34b42ad90d7472e9a798f19a6bdb,1,7340a3839a1de1e99d149b8cf052a2ec,4a3ca9315b744ce9f8e9374361493884,2017-02-04 16:13:48,69.9,15.7
07d13d352c85dfbfa60dc56dea818335,1,a703f5ade6e4fae527357132230ea778,f4aba7c0bca51484c30ab7bdc34bcdd1,2017-01-26 23:07:15,23.9,8.72
08432abcf785878edf1221a0611960ea,1,e4acef9f829635351de593a05d2406da,45d33f715e24d15a6ccf5c17b3a23e3c,2017-01-30 20:37:39,29.99,17.19
08d7ec7381dc51d41a0e4d86314b7a98,1,7fd93eccaf2d461cb6bc4bbd1aa91f1a,4d600e08ecbe08258c79e536c5a42fee,2017-01-14 17:18:09,699.17,20.59
08e617c0a81895c4d5f6ab1e4a20fad0,1,29d2735be03e1169db0545c3741c74e5,e9d99831abad74458942f21e16f33f92,2017-01-31 14:01:20,29.99,4.5
08e617c0a81895c4d5f6ab1e4a20fad0,2,29d2735be03e1169db0545c3741c74e5,e9d99831abad74458942f21e16f33f92,2017-01-31 14:01:20,29.99,4.5
08e617c0a81895c4d5f6ab1e4a20fad0,3,29d2735be03e1169db0545c3741c74e5,e9d99831abad74458942f21e16f33f92,2017-01-31 14:01:20,29.99,4.5
08e617c0a81895c4d5f6ab1e4a20fad0,4,29d2735be03e1169db0545c3741c74e5,e9d99831abad74458942f21e16f33f92,2017-01-31 14:01:20,29.99,4.5
091ac0791556275533697b36e2b00ff4,1,ff5f8606556b625613f069a5a9a48966,8cbac7e12637ed9cffa18c7875207478,2017-01-30 14:29:25,35.0,20.43
091ac0791556275533697b36e2b00ff4,2,ff5f8606556b625613f069a5a9a48966,8cbac7e12637ed9cffa18c7875207478,2017-01-30 14:29:25,35.0,20.43
