order_id,payment_sequential,payment_type,payment_installments,payment_value
cfdfd7862e532c4ec1ed1c6a1b56d320,1,voucher,1,197.55
21a00b08cbeb5716bbb66105e3dbd850,1,voucher,1,51.17
ea844c92cf978ea23321fa7fe5871761,1,voucher,1,414.04
ed3efbd3a87bea76c2812c66a0b32219,1,voucher,1,191.46
1ad22e16129698e1a3cc11e4350d2cb7,1,voucher,1,84.58
4d59cc2a2e7bb6c0a851725f5888a9b5,1,voucher,1,69.46
0d3adebce4bebc1f80a7f36e9833f497,1,voucher,1,94.63
bd35b677fd239386e9861d11ae98ab56,1,voucher,1,84.58
87ae60ef8b08ae0e5f903cacb53a6904,1,voucher,1,258.67
4637ca194b6387e2d538dc89b124b0ee,1,not_defined,1,0.0
afb61112fb99b07fe17e591c68c0c84c,1,voucher,1,2266.61
a89abace0dcc01eeb267a9660b5ac126,1,voucher,1,107.13
869997fbe01f39d184956b5c6bccfdbe,1,voucher,1,94.63
54282e97f61c23b78330c15b154c867d,1,voucher,1,166.46
5aac76cf7b07dd06fa4d50bf461d2f40,1,voucher,1,221.54
392ed9afd714e3c74767d0c4d3e3f477,1,voucher,1,137.03
