order_id,payment_sequential,payment_type,payment_installments,payment_value
5a1f6d22f7dfb061ef29216b9af687a1,1,credit_card,4,47.69
595f598849d89203c28d05d0fbf3f92e,1,credit_card,1,26.58
c10d412026c4077b8e83acf0fea04eee,1,credit_card,1,266.16
460d57443ffdcaeba240360239747cf7,1,credit_card,1,34.0
42f5954cda381bd032934ee38c453711,1,credit_card,8,402.42
557cc2675910c4a6c9b54ad276f25097,1,credit_card,1,56.77
35525be13c4af8acae0bb6d13c27110d,1,credit_card,1,40.99
8f936fb77c720ab9ccd618af38c885cc,1,credit_card,4,46.63
55779fa8fe072d9f8c92d672154558f2,1,boleto,1,233.66
4f99d1a7b0d2308edf45baa6997ac961,1,credit_card,6,125.53
3f5a1c29c5881cc9902ed702efbdde45,1,credit_card,1,213.9
6644170ea0130942cfb3064dce01004a,1,credit_card,2,333.68
bf951e41c5adb873b7fdcc1e83b406bf,1,credit_card,1,54.85
490f30e8fa50cb3ef01058c9ab43048d,1,credit_card,1,49.59
8ff5ec04a3f395979b2371a0a9ef4136,1,credit_card,5,121.78
a72d1276fd9d74c154120c3a11eba771,1,boleto,1,75.69
8a170c32858870f69d7a3477fcca9a4b,1,credit_card,3,64.05
fa9ef315051f18a68686aca274ae8f2a,1,credit_card,4,107.78
c75886866a89a0c9a04fbcd4699f3772,1,credit_card,10,667.99
5accb23a030458bbfb5eb669903f05b7,1,credit_card,1,35.4
4f037f852cf9b1a96760775d55221c33,1,credit_card,1,84.23
8d6ed3e982e12a1684b31540309e044b,1,credit_card,4,236.81
e43a8e7bb3db31ab15c10dfc9ef4e419,1,credit_card,4,69.41
85be7c94bcd3f908fc877157ee21f755,1,credit_card,1,72.75
c39da54f19d2aa7b89667e4817f05629,1,credit_card,4,40.63
aa7565b87e9b5f1ecf8b8ea7f745899c,1,credit_card,7,70.72
e6dfc4ce09d6557361948d3648ccb670,1,credit_card,1,206.08
f5b3d7bf340b33e9fac5e7f314525614,1,credit_card,2,116.36
15d2ed1b88ca436faafb7d7236dea795,1,boleto,1,76.08
b9a089706e16d5490f7a2feb363e32e9,1,boleto,1,149.42
12788af294f51dd5ba2aaed208a45969,1,credit_card,1,77.89
88c9df242e26c36482168acfc3d250dc,1,credit_card,8,188.5
a6e963c11e80432334e984ead4797a8b,1,credit_card,2,63.1
4a686b47e7eecbd136617bf8ae7c9af4,2,voucher,1,20.0
580b08c73a274ac48d8e8c24d6364f2d,1,credit_card,1,31.75
8a08c6b7d01513f42c76604beded88c8,1,credit_card,2,161.01
ab77be4cf9bf132ca4d82049e786e528,1,boleto,1,111.02
72e260ebb1a3c209dfd76c76f1d4f65c,1,boleto,1,121.6
023b49300b34f2b9961857266df731dc,1,credit_card,2,162.75
9490bfca05997e51ea0beb78eb0918fd,1,credit_card,4,45.09
5745e260f636fdd0cef91f81a164631d,1,credit_card,10,156.39
3afe0a2538a748619bef413a2699533c,1,credit_card,4,318.17
cf4e2fbc22f6efdf6c5988003626bf48,1,boleto,1,44.24
603d99954d45262efae58a9827c7f02a,1,boleto,1,35.09
d7902cb5d7fd1f143aff7375644c6d7a,1,credit_card,2,65.05
11f97a9967bb081adb9883460c71e845,3,voucher,1,33.56
a8f181d60a5b59513087247b0c3cb348,1,credit_card,3,69.45
211ca17a71bd09c0686507992a585d32,1,credit_card,4,119.48
04497a3993ecf2e604b91ca0a8a80ecd,1,credit_card,1,81.6
7fa917593c3ed7bd80f35dcb6e1aefbb,1,credit_card,1,44.38
ccf0360c8b7c2fbfd429c07b9d55b316,1,credit_card,3,88.56
aa168056de685bc1be4c86543a14a845,1,credit_card,1,54.1
e0ba11a8f559fa965f2e848bf086d197,1,boleto,1,65.01
63576020815760d4b5d11cef32595ada,1,credit_card,3,425.6
b13ea9f410b092728700af281c0b3663,1,credit_card,6,77.69
33339858fe1a83360ede2fdfac766e3b,1,credit_card,10,141.2
505a3bb5ff0c07fe7d0557cab70693ae,1,credit_card,8,193.51
de1f7486e03b78ba57d0f814b925ead3,1,credit_card,4,171.29
fd700d48d34b0b4f75767e4502c3fce2,1,credit_card,7,79.56
0692bac30867d1bf96c14aadbff1cf17,1,credit_card,1,43.72
5144dbb4f6ca252c6c13a14f26c3fbe6,1,credit_card,3,95.64
6f7575421a734bfa430fcbf23f41e1f0,1,boleto,1,81.72
7ace2ff7c617d34526c14991b996436b,1,voucher,1,43.89
7de45d1340279aa6e3847ffa7bb235a6,1,boleto,1,130.81
ed5495fbd35104360dbf954d7fece421,1,credit_card,3,89.63
cf1bc456a0d5c63bb6c94d3b8b2c56e7,1,boleto,1,71.27
d48c5016ab8af7b122d630cd75a63627,1,boleto,1,208.54
8860f62912fc775e52409a351a1bca14,1,credit_card,2,158.94
a8c17d4b336d73e8162c709bc88b7c18,1,credit_card,4,135.64
bb3bc9b2e2b9022f70bdac9912cf67bc,1,credit_card,5,62.01
d4b9a0a5998cc96610a91b5de647f440,1,credit_card,1,77.19
7942fdd6290ee4b2946bb066287bc91d,1,credit_card,10,139.62
f6cd41298d06413e39c491540baf2745,1,credit_card,1,121.78
eaf817b1e9460ea656747c70aa8d9c6b,1,credit_card,1,72.56
016befe103ce7c9e5b1b7ef359777eea,1,credit_card,3,60.85
7ed7d32f98587cf0d5aee4ccec43e11e,1,credit_card,3,38.78
dd1dfe88448d5571a97af819c52776b4,1,credit_card,3,68.89
5bbc94ad182b8b20ea955b1c3cae7d60,1,credit_card,10,538.07
c09395a3ba913b8f6c2594a7df7df72b,1,credit_card,2,325.35
252a22829815d332157a9f3a8fe174e6,1,credit_card,8,215.83
c8da096eda1ac468af162c20d2621512,1,credit_card,10,285.73
879d57dc015759bf30e71a20b5ae0652,1,credit_card,2,179.6
ff455a4ac6c4471e4e1ddc55f6610e60,1,credit_card,4,320.07
3b12b05b1ef9fd1f18face4e10c50c2e,1,credit_card,1,275.5
bc7a8b1110cf6edfecfcb0a1484f36dd,1,boleto,1,85.6
41a9892d27af50019d56c037a3256cab,1,debit_card,1,133.27
372f7d827bed42ed537ec39866756e71,1,boleto,1,159.12
0f503b220e9d1fd78562e41a427a0c6a,1,credit_card,10,480.4
9bb20141c47cf5f8919640d4c91f1b31,1,credit_card,4,43.62
b47e5f219beebf1ec0bea2ea907f6e64,1,boleto,1,205.54
ed510933339bd7b6d8e16d6c83026998,1,credit_card,2,86.02
f7286cad79bffb23e77a11e113977387,1,credit_card,2,72.42
cdd37a2cbee3ccf5fb245f4e19971f31,1,voucher,1,28.09
a8ab4d61b3fd92a9aa110f5940434d1e,1,credit_card,7,373.1
0bd044f3b358bb88951e3ea66eadcc70,2,voucher,1,50.0
5b7078954da6923760467cf39ac91bc0,1,credit_card,1,46.0
9c5bc3c2933ce8e4660ec888ffb28748,1,boleto,1,159.03
19bf277fd1836e749b4c150b1d2ebea2,1,credit_card,9,99.24
64ba2e3d931d38f4eb1c1d3fd51ced8d,1,boleto,1,255.33
e051052721cb64f972da9bf551be79e4,1,credit_card,1,223.44
a8a6a00e8c77c47036c858cd31616c06,1,credit_card,1,43.1
d0842f390a190ab877648fb618b4dd56,1,credit_card,2,129.86
6c47b95ad53fe1aae994040c6de9ed16,1,credit_card,9,476.99
cef32f42c7dcdc8bcf919ba74f04da78,1,credit_card,2,51.69
13f48b228960c77c8ebeef615e898f32,1,credit_card,1,30.22
ed0094f95927e35ebb97a275ed02d046,5,voucher,1,13.97
5261141ee2f17f6a0dcb5f7aab6acaec,1,boleto,1,133.46
8d48068c3ecbc21886a881562c96d7fa,1,credit_card,4,40.92
fd3c2f37b535d300e61e63b029edfd20,1,credit_card,4,383.2
51fdc51568710c421372d93f12c21ab6,1,credit_card,5,57.8
9a3dd3cc9b84a29bcd07f44f82866ce7,1,credit_card,1,39.0
c522b045e713a7b8bd172fcc37f116bf,1,credit_card,8,379.99
35648a75454c580b64688dd24dea43da,1,credit_card,2,127.47
9053a7a342729c317ced50baf9de3040,1,credit_card,1,159.56
