order_id,payment_sequential,payment_type,payment_installments,payment_value
771ee386b001f06208a7419e4fc1bbd7,1,credit_card,1,81.16
3d7239c394a212faae122962df514ac7,1,credit_card,3,51.84
769214176682788a92801d8907fa1b40,1,credit_card,4,105.28
97c111c4f22dfa1089a9c0b5338dcc79,1,credit_card,3,44.01
20f136d890c31a62486c809f91a5b098,1,credit_card,10,117.68
f9d5bfb53147f381e81b89a848e26b16,1,credit_card,3,195.71
2ccde1e4676c20b9444e2bcbed36334c,1,credit_card,8,134.56
a490a5d59a9bf4ef3334bfd7cf1dbdfc,1,credit_card,1,17.78
ca8f94a99a8120c559e416275a535066,1,credit_card,5,92.76
f244841f5a461472de8de82f023b1371,1,credit_card,10,116.05
2fe14af1d4563c0e76f382bc63c9a245,1,credit_card,2,88.72
2ad6c6594bf0917a25ff8b8918d4b7b0,1,credit_card,1,40.0
332c6742772f2df936696b6512b10edb,2,credit_card,6,134.55
d56564f21e612a588607e9ffb39b9d21,2,voucher,1,1.23
251d586514cbf0cace61e03c54a7bf1c,1,credit_card,10,311.18
d24e8541128cea179a11a65176e0a96f,1,voucher,1,50.0
1c67e99dc37224bf3ad220ae2368c068,1,credit_card,1,106.96
1c859fbb6e7f238f3f6134628b845f3a,1,boleto,1,26.09
cee90a4ed9adb7e720e6007bcc43e4e3,1,credit_card,3,62.01
fff7c4452f050315db1b3f24d9df5fcd,1,credit_card,1,756.91
47d051e89cf6490245136694a26a4395,1,credit_card,5,107.35
fcf62e3aab276898567e4ab7e973417f,1,credit_card,4,60.2
bea175d990526fa16d7d6d5ea071d065,1,credit_card,8,257.3
c1219b88f5d48e3d0dd3229cbd88a722,1,credit_card,1,0.52
caa275ffe24eb1662c6e22a43e200622,1,credit_card,7,394.07
73eedc4ca4a789813a63fe30856c805f,1,boleto,1,85.92
0d4bf86877b0763d194d50ca6a136bf9,1,credit_card,3,64.1
219fda9e83f9a3ac8e1baa10d6cc6366,1,boleto,1,40.01
ecdaf77dd1a8f3bbb92d88b14869b2f9,1,credit_card,4,84.14
d790743eff8a57ec6b1bd64865b8c60f,1,credit_card,3,39.01
c74e4862507efb811471cd922e6f3529,1,credit_card,5,365.32
6eea8cd99d26a8bbdf39d5289e4e7601,1,credit_card,10,590.72
ac033ca6c43caa50310de844a7868c8e,1,boleto,1,74.03
8edc3a87d7a72e4350d65c9e1c613089,1,credit_card,1,153.98
54066aeaaf3ac32e7bb6e45aa3bf65e4,1,credit_card,2,61.19
5cfaa2e60887ab4aed7d4e637efe2156,1,credit_card,5,50.5
e9a94acfe5f03efa28ff033a79fefe8b,1,credit_card,4,204.07
d9d8b7f0a98d33f05df5fce9f376aad8,1,boleto,1,64.63
b497a58303bca7160ad663bd22cea268,1,debit_card,1,416.36
253c8653b64a17c18b729399e14c42cb,1,credit_card,3,595.3
