order_id,payment_sequential,payment_type,payment_installments,payment_value
0573b5e23cbd798006520e1d5b4c6714,1,boleto,1,51.95
b2bb080b6bc860118a246fd9b6fad6da,1,credit_card,1,173.84
10d9871bed9fb8d0887d3b9022edd1ff,1,boleto,1,84.14
e1b4ee0e390fbac1dec439d72b45a115,1,credit_card,3,77.7
4c2e1a95586c815795a324d1599e7b5a,1,credit_card,8,117.71
198298d54f269d8c5fe89e85a859af61,1,credit_card,10,342.56
b19ca559688b49e8cf7f88c1aa3f0009,1,credit_card,7,73.34
5be8d4719fe2e3669e2d07dddf3b6b0c,1,credit_card,4,117.85
d4fdb2be174c84a6409a3968c55b01c5,1,credit_card,1,39.92
0435b65bfd0a1cd1c48a82f5b405ea78,1,credit_card,4,154.14
f553b61e2a7f6dc62c5f8de4ffb4a031,1,debit_card,1,194.91
2e2dd1119ebf597a9c05d80b5d6eeace,1,credit_card,2,105.42
57bfb7a49bcdecb20d9dbb778d7d7590,1,credit_card,4,102.03
2d5b43766328f55157cae1e85e1dd475,1,credit_card,1,56.85
9a8743fed3cc7a477eb92cb0ca0e7d26,1,boleto,1,50.1
16b6123f7077419424bf89af74e2d054,1,credit_card,10,642.02
46c7c115d719ca780eebedf719fbd4e1,1,credit_card,4,59.71
fd26702a3f7ee5d86580de591ff53e3f,1,boleto,1,56.42
aa4f33b236ebf41f573308022ef7496b,1,credit_card,8,193.5
a6afa7362f8ec053b0b61cdc8f1c8b25,1,boleto,1,48.1
0ec392fc56b5d2e7e4279c19c51b6460,1,credit_card,5,127.53
9c5bfba7de6a4abbb6ba0baab78d1622,1,credit_card,10,231.27
d3454c86a9d5b5a519364756eea7e275,1,debit_card,1,149.14
6ad99bac95eceb8ee72b78585c5baf88,1,credit_card,8,203.54
fbbc0a864330509c41ca4b4f0ff9b780,2,voucher,1,140.08
3f4870bf4008a2351a4855a865c454c7,1,credit_card,10,223.14
a10e6749400b3ea4a674cec3fd3a9605,1,credit_card,4,64.0
68986e4324f6a21481df4e6e89abcf01,5,voucher,1,16.54
2f9892eb8df4a437d90cc5b1486f3b02,1,credit_card,3,121.09
972c2e78e9af23a750a48184aadfca4d,1,credit_card,3,51.09
f75517cfb973c21eab8559a870263794,1,credit_card,10,231.27
6de0a6791e7af4ed0514498e5100370b,1,credit_card,4,186.92
6bf0f652ea13e6773172c1899a925bb4,1,credit_card,1,65.47
f03c93c7441f0edaa7987c4313467110,1,boleto,1,66.78
dc282855b102a2d5cffe41332d73c196,1,credit_card,1,71.14
6a2979d48eda14bfbe2d632638ae16a2,1,credit_card,1,210.56
2fd35ca971609b8f8f878d87262e6fbd,1,boleto,1,50.1
530ed5c74fd86562fe50456702b65599,1,credit_card,7,129.0
42ed2aeb956c92e3c3bb6933ecea1d89,1,credit_card,6,159.39
57cf629636cf674f91cdf37b7118b27f,1,boleto,1,137.97
d482cb92e40c8f1f96da881196ddd956,1,credit_card,3,117.94
f7535fb641a71ca3e0a6f2657dbfc51d,1,credit_card,1,131.94
de25b0f0bc16aa46db52a0cb9963b764,1,boleto,1,213.03
37efc102e49c3219c6ca92ce169327c9,1,credit_card,1,57.8
3b26d4fe0e3bb6427ae7d3b446bd8c85,1,boleto,1,75.17
d7c320185a2f9b32f5e2370ff3f8bd64,2,voucher,1,3.9
5bec9dad5626dc4e86bf625a3a6d0523,1,credit_card,6,63.06
2934b40bb9305d3b5d74747be3181435,1,credit_card,10,194.48
eca3005a4f60ceb77b67a30b74095ddf,2,credit_card,1,3.99
41d5636cfaa3b8436beab84388cf73d0,1,credit_card,1,171.69
f13f5fdf45611c82c2e37a20c065ddd1,1,credit_card,1,115.78
f264e75375a41310e31722cb8c28cb8d,1,boleto,1,306.78
7525e8f8b1a51d44f9912ce81146ac7d,1,credit_card,10,221.58
5b97959bc8102d72edcb01bdb5a0e9df,1,credit_card,2,26.59
9095f0efd46352f74ec4937fedfeb0be,2,voucher,1,100.0
e062a8654d4b657cdf2b673c0b2bac8d,1,credit_card,8,921.05
6049ab061f1a014ee71d10cf04e045ef,1,credit_card,2,53.6
518556dca9ef8c42a63ae02ced2a479b,1,credit_card,2,971.1
d181dfce5d8355bc51c2370c6910d4bc,1,credit_card,10,497.62
06b2c7035561ef12b16045ef4bf459e2,1,credit_card,6,68.02
198078b833ce5c6249ea278d2bb3e220,1,boleto,1,119.84
12788f3056c6392e73afcd37df5482ad,1,credit_card,8,89.62
33504b554c6fd21bee085f5a180a7fa3,1,credit_card,2,67.83
3ca6693c62bcb94cf84a1c9f89191483,1,credit_card,10,204.53
1233838f2d670d7e4d115557ddcc52bb,1,credit_card,5,178.89
ab9524b08e09e4acde1a3f40b8228870,1,credit_card,6,100.33
381d16906fcc904fe66028d7438ebc3c,1,boleto,1,116.94
57990cc544625b86e3401474cdc330c4,1,credit_card,2,43.1
f082f28d8497b7ec4f89389dc373c7a6,1,credit_card,2,50.09
137e61abfdecd3bfc15f45999fbe8809,1,credit_card,2,40.09
34df7484b616fc09350bd58d5abd1355,1,credit_card,1,67.13
af4f0dc6b4ccb0aab19367dd0d19ffbb,1,boleto,1,168.29
cdc80ab03580d7d907ecd33ae7818caa,1,boleto,1,102.03
673242a6057d4287cb24379d405cf5ac,1,credit_card,10,115.3
f59af974d2e7a5dcdb1aabdefd024c2b,1,boleto,1,28.17
6fe56ea74b5cf6242766596550cd2d0c,1,credit_card,6,137.28
ef26a1bd5203cf613f8150597210abdc,1,credit_card,3,215.14
e79151590aa7ee3040361aa72796c4b4,1,boleto,1,157.3
1671068b64a9cdbffb5bdba38a07382f,1,credit_card,4,97.87
e880c960b083af6aae64e809acf0693c,1,credit_card,2,347.7
055a2893cb600bebc05a16d06e3de36f,1,credit_card,7,76.08
e12d873b226207d68d316a6bcf65123f,1,credit_card,2,45.1
d6e86df5b1614d493da54c4c87ce7f2d,2,voucher,1,163.58
491a1961ff53513a57fa193570a11311,2,voucher,1,50.0
c55cdae2f69a79de4fe44a6437391c64,1,credit_card,1,36.77
c4583fb919a75c51dfb38e60c34d29c2,1,credit_card,9,96.71
d19a87282922be2fe89f5234b1bb6c14,1,credit_card,2,74.05
5c78dd4658f7e317f7e2b71fe2abf783,1,credit_card,1,37.44
3c91e3497ee8a38751b01e5d549a9bf3,1,credit_card,1,26.24
02c6f38cbd2d15df19cf2621019823fd,1,boleto,1,413.96
