order_id,payment_sequential,payment_type,payment_installments,payment_value
f9d0ec2fa088ac583e1ccd15b6686073,1,credit_card,1,89.68
343348b1e29e9fa9e7b6ab1027f9177d,1,credit_card,4,43.77
e3e9e3295f4e1512167c232a0aaae8a5,1,voucher,1,50.8
f090de1b2ed9f4e251662cb31e3c7127,1,credit_card,2,27.63
a8c012ba7d95bd2d15f666681f19c146,1,credit_card,1,41.42
d9d104af1ea99e0b7f6b0644eedc74d0,1,credit_card,1,40.95
a5b431090739891ac76875d9ad9bff23,1,credit_card,4,232.05
94a71bedec852e752e86d530d03d6061,1,boleto,1,31.86
af045d3e5d7082db57d5b5dde3c0c97b,1,credit_card,1,41.42
dc70f94b8e8d37fbd4fbc0e31a008175,1,credit_card,4,106.32
0fa927b252421189a0e0d5725fb3832d,2,voucher,1,103.79
bd0f032970584aa4a5b78947cb63e455,1,credit_card,8,181.1
a1431d521cd6c63636bd85cdad970498,1,credit_card,2,135.26
8effe67a72c715f926a6dc1a616a5ea9,1,credit_card,3,33.51
6c98fa39891b33399785aeac3d7ee926,1,credit_card,2,424.04
8c53283eca3bc0e603a48f2b8725e96f,1,credit_card,1,17.86
c9677a4babf96837ee697317b7963a92,1,boleto,1,32.77
69ab7fdbd887d055b05826a8cc5591d7,1,boleto,1,28.62
2bdd95b017c58f97f4e735116e778d28,1,boleto,1,250.04
71e46015f37d1839f5feacddea47add2,1,credit_card,3,73.61
4a42846a6eed9d15714fe30181399f2a,1,credit_card,1,34.37
42b0a4705f0e4429580990e6e0657529,1,credit_card,8,123.25
1207b88243115c9eafb9931bc2d0b59d,1,credit_card,2,133.05
161328407c259af79c57891e951b3406,1,boleto,1,33.1
a44769d4b105fc1256ab873c55d43af6,1,boleto,1,91.92
3ac0423d1e7e335f83c8fa3600ae47d7,1,credit_card,10,189.21
a8a2941e92152e0edc39bb862cd6b6e2,1,boleto,1,50.86
4c7ee4e8074ee13226ddac13d14b0989,1,credit_card,5,89.56
e54493dea108e0cb48f3571e1249d418,1,credit_card,1,111.98
c279543d72807dc9b91e39e5d87b5493,1,credit_card,5,103.11
e0e8bc6045cfe08b087197d81196e339,1,boleto,1,164.53
