order_id,payment_sequential,payment_type,payment_installments,payment_value
d88e0d5fa41661ce03cf6cf336527646,1,credit_card,8,188.73
56c3277583e16009c925fdf116df420f,1,boleto,1,31.38
afef48d3c8a0b1b7c9b7f8f922fb5674,1,credit_card,5,153.41
e8977f709bbb0367f51b589e6325f991,1,credit_card,1,132.51
4cb51127f19f7254b320efe1718477dd,1,boleto,1,77.1
1d92d2ce1ae2e0510b5ce50c5be578c6,1,credit_card,2,110.03
0fba53cb4e9429e38cd2750c32fa24a5,1,boleto,1,52.21
68d7420c86be23f313c81a554320f986,1,boleto,1,121.88
8bdc559b124e47eb71b5d1be8d6675e4,1,credit_card,7,76.02
9bdcb4559b75d21a22fcd868d9e5dfec,1,credit_card,8,348.02
c61e3efc183db6b89f5556efb5aa8797,1,credit_card,1,45.5
c385c0eba07c858dd60ffe00a60dda64,1,credit_card,3,112.73
9c96fac210f67f329b80d898001fee09,1,boleto,1,65.0
7c3e71109e904d8e0c8d034456f87eca,1,boleto,1,404.88
97e8d3eb8f48e3610beed991e5f32296,1,credit_card,4,205.44
009ac365164f8e06f59d18a08045f6c4,5,voucher,1,8.75
3ba1ccc3882bd7df61ee5030f44ec1d2,1,credit_card,5,194.0
4801b9cf238c2c9098bd66a5f092c2da,1,credit_card,4,152.28
e199c3b74cd391568e7c99aa28b0f274,1,boleto,1,168.51
cfae1e992eeb0f51ba0de3ddb87b33da,1,credit_card,1,134.38
ddc5ef5f86c69f1a29ff3e05e3fc54ab,1,credit_card,1,36.69
b45255a6696ebb8f53915a109a16458a,1,credit_card,4,125.29
75450feecb51c39e54f4bd4c74b867e5,1,boleto,1,46.78
838411338443a817cfb4c26f0f7a9c9a,1,boleto,1,63.7
dbdcb70ae949e4cce08f59bfa7e4604b,1,boleto,1,159.31
0cd19e832fefb17664d1a294b90ad192,1,credit_card,10,110.2
f6e638ae1f17003aac1cb6dc6a93ba73,1,credit_card,1,79.88
0705d1148d3c3d342f1a8c8ad33e5d3f,1,credit_card,10,117.85
81c2a9cc7a5d970fa1cb04443002088b,1,boleto,1,73.03
7a415e8280c3ae4d608481124c4f5d62,1,credit_card,1,68.7
30f54cfb85a2cf596ee5b7a589d3ffa0,1,credit_card,3,130.14
e899327a5964f4d29698667a231e6b9d,1,credit_card,5,51.66
ac0da888b1077d0f40b33eea6de6297e,1,credit_card,1,52.34
e3c6bf3aad3a42c48ae9619ac88d0b3d,1,credit_card,4,64.51
3d7fb1dd6ff6f0eedb9976eda81e4a95,2,voucher,1,20.0
503ede67b27bbb1c7dca67c00af403a5,1,credit_card,2,228.6
89ce68f38090867719b22774f8bf5861,1,credit_card,6,162.99
952241c48f34d58c23ca57964d413834,1,credit_card,2,88.2
1314353395f7148ba64400eab34bb50c,1,credit_card,10,156.73
b308154c76f89d8c52b41f7c8480d107,1,credit_card,7,71.66
09c681e9069e20d7f2ecd587151f1b88,1,credit_card,5,311.57
4f22cd3d78d124f7ac060a3171493ef4,1,debit_card,1,36.35
c283d7942d2bbca2c27a9c15ee2a390e,1,credit_card,1,206.76
2299befc86b7b31fc23dcba911582355,1,credit_card,1,25.5
1857ec1a182661136fe7584592437d51,1,boleto,1,566.63
6ad6a8701a498c74450b0876eda2ecb9,1,credit_card,4,87.36
8616397296bf3ac1cc07c21a5c457894,1,credit_card,3,39.78
493c6b85f2b1911ffe31be7e8c2839c3,1,voucher,1,148.06
1634d04100d187e0f985f2eb2909cba1,1,credit_card,5,105.38
ca29aec188eb04a764fce98c6f69232c,1,credit_card,1,168.35
aa4cb17e191453bc29e2d1f67f38a4ab,1,credit_card,4,48.15
de43e0e00259ee7b44c7a11e9b5d114f,1,credit_card,8,124.21
1d50a1ce4cf6a22155891f66fb4117b0,1,boleto,1,66.64
0c4c42e7e040dc423699b1d019b684e1,1,boleto,1,79.69
ab23407c84b934f452124bc5b5453123,1,credit_card,3,97.79
186c43c492d0813457a0da8ee78ef748,1,credit_card,5,222.15
811acfa349a56222b8ca357b548123bb,1,credit_card,3,84.52
60b0fba7a3132de4c33d2a0a2f204b15,1,boleto,1,149.73
b11a2fc0664cad475e2700523625a1e6,1,credit_card,2,71.13
c1df4a5d1b544e51e2f038412f96c0a9,1,credit_card,6,85.24
0c1457493ca1492c4a4417fc278605b0,2,voucher,1,50.0
85bb28ec7b858a8b703d82a51b3f5e1f,1,boleto,1,36.05
98e5161ba292a2032d586ecc01ac0c87,1,credit_card,3,171.79
417b5687161450887ef2e6b283c15c32,1,credit_card,1,93.66
b817f6c3399d06c7629a445527b463dd,1,credit_card,3,36.1
6ad57aecbae806a7e9cc2cdb6b380711,1,credit_card,2,161.47
35e29aad915d0ccfeeb308572ff8fe79,1,boleto,1,21.01
935e2b59d8831e7e158e0a2bbf8f91c3,1,credit_card,3,37.09
9459fe4630e1165c113f9fdb4ad5b261,1,credit_card,3,44.66
1de86d094f7dd41cca13d246d3b7fd07,1,credit_card,6,61.97
6ed3f553337457d7804e8c39b580ce89,1,credit_card,10,113.62
f1c5e5967b0cd0144bd3b56958f7da43,1,boleto,1,90.76
d263c6d795845c0224adf410912ba638,1,credit_card,1,92.57
25716e02bca6edec6a1b90fa879d79e7,1,credit_card,8,167.6
5e1a8017512badbdf543b509991dba6d,1,credit_card,4,235.28
8428e578bb1cf839ae26a6b7615502b9,1,credit_card,1,40.4
f5ab5341b520987fc899c69ec795dc1d,1,credit_card,1,118.29
aef85868b291058edac07999dfc93307,1,credit_card,1,99.2
d54c217781126defeb4a78dc16f5ad39,1,boleto,1,35.41
5e21c6f2e0e0007bd16ba2839c9628b2,1,credit_card,3,192.39
010e7dda85fff564e8b7076ae3928efb,1,credit_card,10,133.34
33053ee45764f34778295ba8a0a4131d,1,credit_card,3,195.0
6e9e60623cf73b485aee48dc4b45c98d,1,credit_card,3,137.02
0ad82b0c5d9f039a29814e465165a0da,1,credit_card,6,318.4
c063af469224d02e7e9bcb0b1e46583c,2,voucher,1,20.0
0ecc87706e05dcabbbfe5aa29767e9d0,1,boleto,1,1087.44
ad81d0d06a681bb6285a1aa66634f762,1,credit_card,1,38.8
2d06d0f685d85988dd10f283e5da1270,1,credit_card,1,342.38
3d531c28fb36a432495acd5a1dcf253f,1,credit_card,10,317.8
6e50c3286b2f4fef7e6adc496afd5b70,1,credit_card,2,140.4
9a43b717c408493ff788aeb5d11d0684,1,credit_card,1,33.18
8a4f049e93b07babc87ccf981d7cdd94,1,credit_card,3,61.01
89b0e57c47e090334a13fad8d382246e,1,credit_card,1,29.77
9c27a49a6afffd10bd25a5990a02c1e1,1,boleto,1,52.38
e398683c47bda1cf86be8772a50b4579,1,voucher,1,58.71
64d7ed1c4e843c97738d861140943a73,1,credit_card,1,188.5
fab3dc50c9cba98a6261babbf9c16a62,1,boleto,1,58.01
90b0ca32bb968251ac0b7eeb5393b7fe,1,boleto,1,146.68
acab0597bcff87a5fa4b143f2d4aff80,1,credit_card,1,17.5
2f0406761edfc84594b3ff458e5ddc6a,1,credit_card,4,175.64
e4e3babab4d0f208cb6963df2458709d,1,credit_card,9,92.57
1355bd6c7fa80ea43bdecab48ff8052c,1,credit_card,1,85.15
0ebe7b603e2e4b83d9adf9f169585f0d,1,credit_card,1,19.35
bf98c50762b9fc7e06742bcd424e1e9f,1,credit_card,1,39.1
faabc69ee9f9b4e81c8a4504fdacdc50,1,credit_card,1,118.2
cb6788e2b64ab1ddde45555de93c809f,1,credit_card,5,248.85
54359cee0d9645cef070695ce5539d7c,1,credit_card,1,51.41
402094e1d8f8b5f681f962bc2554345a,1,credit_card,4,152.72
ee234bfd26ca588915483995d811c1d0,1,credit_card,10,619.86
7a43bbe9766ce937332b6f9dcba36715,1,boleto,1,52.38
8e0aba4e9cd80e71b2cec14e22df868b,1,credit_card,4,137.0
09b9b2b8758ca1fd4a9bcd3f2af6fb10,1,credit_card,8,197.63
03ba96e3cd1a918f1e0126c93dd93bb5,1,credit_card,2,57.55
444ebbf5602b5acdad22e0b4a9951bda,1,credit_card,3,372.72
9d43eaf1f72a6d200577517c4e4265e0,1,credit_card,2,155.73
cafe257a6af47e3a0f99d202c0bbdbf4,4,voucher,1,1.63
abd05c85cdce8b1426ced8f27fb59eb1,1,credit_card,7,361.16
a477cdebba202e2c15cae2e35dbac3b3,1,credit_card,10,113.52
350e81ea69628f5c056e29e198b2f5a2,1,credit_card,1,5.7
e67a3047fa3e8b2aecd942f3b25b0e3f,1,credit_card,1,66.23
c341b928652ab66dc02f4a2e9bb2d969,1,credit_card,1,49.53
c7a69e528db122e94405b79ddc5ad934,1,credit_card,1,84.15
1afa51208ad0fe3d17577387674e6924,1,voucher,1,40.1
4845232ae57f7a4425c4a12adfa8cd06,1,credit_card,10,350.56
769c9e627636f4041274ad3cf6b94fd3,1,credit_card,1,39.09
