order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
00054e8431b9d7675808bcb819fb4a32,1,8d4f2bb7e93e6710a28f34fa83ee7d28,7040e82f899a04d1b434b795a43b4617,2017-12-14 12:10:31,19.9,11.85
0013503b13da1eac686219390b7d641b,1,38afdf723b95d455b418a0f57d623c6b,1554a68530182680ad5c8b042c3ab563,2017-12-13 03:16:36,119.9,17.32
001ab0a7578dd66cd4b0a71f5b6e1e41,1,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,2018-01-04 02:33:42,24.89,17.63
001ab0a7578dd66cd4b0a71f5b6e1e41,2,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,2018-01-04 02:33:42,24.89,17.63
001ab0a7578dd66cd4b0a71f5b6e1e41,3,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,2018-01-04 02:33:42,24.89,17.63
00259a44fcad3fc0474329e925d14fc3,1,0c4d0a08f95c7b7dc5dc7402bfdafd4c,9f505651f4a6abe901a56cdc21508025,2018-01-03 17:59:35,19.99,14.1
002955b0acc63d04f6724a31967e82bd,1,d9bdf643d95cb89844c0da1a0df1d16e,058fd0aa2bfdb2274e05e1ae971dabb6,2017-12-22 15:51:31,120.0,15.59
0049edf42837aa808e03552a62bd2158,1,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2018-01-05 12:48:10,49.9,17.6
004ba47bb589cdbc485e6025bd6d3c81,1,8c5876b1c7768217964f353bc7e64393,0db783cfcd3b73998abc6e10e59a102f,2017-12-29 20:48:10,49.0,11.85
004d76fef3dd46eb4f70da049c8d1f93,1,28a652ff04e43c1bc57937a9f8770f9b,3d871de0142ce09b7081e2b9d1733cb1,2017-12-27 11:10:33,120.0,27.39
006dd93155bc2abd844cc5eed3a0fe7f,1,1ec486885049bbb9b79351d150ed18c4,cab85505710c7cb9b720bceb52b01cee,2017-12-07 01:29:28,49.9,7.78
006e05e81c068ddc38e48ebe189b922e,1,02475368dfb38934fe55f574024fe1d7,6560211a19b47992c3666cc44a7e94c0,2018-01-03 22:07:25,29.0,14.1
00946f674d880be1f188abc10ad7cf46,1,4dcb49b9ca7e48d2f108d40caa77caa2,5cf13accae3222c70a9cac40818ae839,2017-12-14 19:30:37,99.9,18.57
00946f674d880be1f188abc10ad7cf46,2,9bb2d066e4b33b624cbdfec7d50b3dcb,5cf13accae3222c70a9cac40818ae839,2017-12-14 19:30:37,99.9,14.35
00a13ab02fbe82f78cd84f14e41564ed,1,ecab3fa721d1b06c225f23c30f02eb5e,e9779976487b77c6d4ac45f75ec7afe9,2017-12-14 19:32:49,159.49,8.86
00a250dbdb3153cc6ecf4d3f07ef6a17,1,ee0c1cf2fbeae95205b4aa506f1469f0,cc419e0650a3c5ba77189a1882b7556a,2017-12-15 18:15:33,53.99,7.78
00bd8cf08fa3998ea6ad6d16c2165822,1,cfbc837967ca671ee87f5243f2a1024d,0509040ea3fe50071181bbc359eb7738,2017-12-07 10:59:27,21.8,12.48
00c2335723b9b74668062e946dc66621,1,b944aabf1fc45c01599ee96c7f4d533e,128639473a139ac0f3e5f5ade55873a5,2018-01-09 04:28:51,18.9,12.48
00c47fefb9a49baec12ab3654d7f548e,1,f196248e8b5d060cca414a664ea9a76f,91f0eec23d4a61d7d7caeefa3f0ad1ca,2017-12-13 00:18:33,199.0,67.69
00ec95a58b63378d4cc06d196cdefdf6,1,7c6ff274f0411bde88f5df8db5f64693,229c3efbfb0ea2058de4ccdfbc3d784a,2017-12-29 14:28:25,173.0,14.96
00f1c7c1542f5f86c3091749d9e939d8,1,617186c3d97ea56c9c683a8a3974e8c1,cc419e0650a3c5ba77189a1882b7556a,2017-12-28 09:51:42,84.99,16.35
010a35dc7fc3808a03d243d2fd8c6e35,1,5a848e4ab52fd5445cdc07aab1c40e48,c826c40d7b19f62a09e2d7c5e7295ee2,2017-12-21 19:10:15,122.99,9.06
010d14f76a229c295260e4ca4744acc7,1,a9028257171c93a8d948ff95a0082b0d,aac29b1b99776be73c3049939652091d,2017-12-07 19:57:26,27.9,16.79
014176e9538672a32d2a9b73bf53a31f,1,2d4d78eecba060a7127c5f6a21cdb0c7,b2ba3715d723d245138f291a6fe42594,2017-12-07 11:17:32,139.9,16.74
0159b449009b3f8748ed7c56e9d84afe,1,83b23a333b811855258c5ec9431f6d3e,1da3aeb70d7989d1e6d9b0e887f97c23,2018-01-04 13:49:27,16.0,7.78
0176a6846bcb3b0d3aa3116a9a768597,1,19421075ae0b585f2dc13ff149e2119d,4c2b230173bb36f9b240f2b8ac11786e,2018-01-03 04:32:07,45.9,7.78
0176e50f3853fa068127afa3daff6402,1,ea3be87c5c6c69043c9eb7836199c200,4a3ca9315b744ce9f8e9374361493884,2017-12-20 16:54:49,59.9,15.17
01786fff06f2f7e8a83950c4b3b424ea,1,382132cf96c88a277a65226833af5f61,b2ba3715d723d245138f291a6fe42594,2017-12-21 12:14:46,59.9,9.34
017cf0b342401318dcaeb25478e13a6f,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2018-01-10 23:17:29,49.9,17.6
